state,city,holc_grade,count_tracts,perc_tracts,state.name,fullname,pop20
OH,Columbus,C,36,0.4,Ohio,"Columbus, Ohio",889079
OH,Columbus,D,15,0.16,Ohio,"Columbus, Ohio",889079
TX,Fort Worth,A,8,0.15,Texas,"Fort Worth, Texas",892221
TX,Fort Worth,B,9,0.17,Texas,"Fort Worth, Texas",892221
TX,Fort Worth,C,16,0.31,Texas,"Fort Worth, Texas",892221
TX,Fort Worth,D,18,0.35,Texas,"Fort Worth, Texas",892221
TX,Fort Worth,NA,1,0.02,Texas,"Fort Worth, Texas",892221
FL,Jacksonville,A,2,0.17,Florida,"Jacksonville, Florida",902488
FL,Jacksonville,B,4,0.33,Florida,"Jacksonville, Florida",902488
FL,Jacksonville,C,5,0.42,Florida,"Jacksonville, Florida",902488
FL,Jacksonville,D,1,0.08,Florida,"Jacksonville, Florida",902488
TX,Austin,A,3,0.17,Texas,"Austin, Texas",965872
TX,Austin,B,7,0.39,Texas,"Austin, Texas",965872
TX,Austin,C,1,0.06,Texas,"Austin, Texas",965872
TX,Austin,D,7,0.39,Texas,"Austin, Texas",965872
CA,San Diego,A,17,0.22,California,"San Diego, California",1029409
CA,San Diego,B,27,0.36,California,"San Diego, California",1029409
CA,San Diego,C,22,0.29,California,"San Diego, California",1029409
CA,San Diego,D,10,0.13,California,"San Diego, California",1029409
CA,San Jose,A,2,0.05,California,"San Jose, California",1029409
CA,San Jose,B,7,0.19,California,"San Jose, California",1029409
CA,San Jose,C,17,0.46,California,"San Jose, California",1029409
CA,San Jose,D,11,0.3,California,"San Jose, California",1029409
TX,Dallas,A,10,0.22,Texas,"Dallas, Texas",1338846
TX,Dallas,B,15,0.33,Texas,"Dallas, Texas",1338846
TX,Dallas,C,12,0.26,Texas,"Dallas, Texas",1338846
TX,Dallas,D,9,0.2,Texas,"Dallas, Texas",1338846
TX,San Antonio,A,2,0.1,Texas,"San Antonio, Texas",1529133
TX,San Antonio,B,8,0.4,Texas,"San Antonio, Texas",1529133
TX,San Antonio,C,7,0.35,Texas,"San Antonio, Texas",1529133
TX,San Antonio,D,3,0.15,Texas,"San Antonio, Texas",1529133
PA,Philadelphia,A,10,0.12,Pennsylvania,"Philadelphia, Pennsylvania",1581531
PA,Philadelphia,B,28,0.34,Pennsylvania,"Philadelphia, Pennsylvania",1581531
PA,Philadelphia,C,18,0.22,Pennsylvania,"Philadelphia, Pennsylvania",1581531
PA,Philadelphia,D,26,0.32,Pennsylvania,"Philadelphia, Pennsylvania",1581531
AZ,Phoenix,A,5,0.2,Arizona,"Phoenix, Arizona",1658422
AZ,Phoenix,B,8,0.32,Arizona,"Phoenix, Arizona",1658422
AZ,Phoenix,C,4,0.16,Arizona,"Phoenix, Arizona",1658422
AZ,Phoenix,D,8,0.32,Arizona,"Phoenix, Arizona",1658422
TX,Houston,A,4,0.1,Texas,"Houston, Texas",2313238
TX,Houston,B,11,0.28,Texas,"Houston, Texas",2313238
TX,Houston,C,15,0.38,Texas,"Houston, Texas",2313238
TX,Houston,D,10,0.25,Texas,"Houston, Texas",2313238
IL,Chicago,A,37,0.06,Illinois,"Chicago, Illinois",2699347
IL,Chicago,B,132,0.23,Illinois,"Chicago, Illinois",2699347
IL,Chicago,C,277,0.48,Illinois,"Chicago, Illinois",2699347
IL,Chicago,D,134,0.23,Illinois,"Chicago, Illinois",2699347
CA,Los Angeles,A,57,0.14,California,"Los Angeles, California",3973278
CA,Los Angeles,B,121,0.29,California,"Los Angeles, California",3973278
CA,Los Angeles,C,167,0.4,California,"Los Angeles, California",3973278
CA,Los Angeles,D,71,0.17,California,"Los Angeles, California",3973278
